marque,annee,etat,type_boite_vitesse,localite,region,prix,lien_image
Kia,2015,Venant,Automatique,Sacré-cœur,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bab281f6f42fe82146d408c59df7fe60/-/horizon-files-prod/ed/picture/qrzqz7jj/feb94d5249fb972b6ca3c9e5128098f4d4a2e10b.jpg
Ford,2014,D'occasion,Automatique,Sacré-cœur,Dakar,5950000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae35323528a00aeb75fd1dfd913298d6/-/horizon-files-prod/ed/picture/q44dd6z4/2ffe66e1cc349ce583965bd88a1bdae8903b483e.jpg
Citroen,2014,Venant,Manuelle,VDN,Dakar,6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0c1999a57d52cc947f84e752730fd81/-/horizon-files-prod/ed/picture/q0gg5m48/08014715532e07cf7155b35949edbcc5bf38cd1d.jpg
Peugeot,2015,Venant,Manuelle,VDN,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/83797586d3f460657f7466b80f594527/-/horizon-files-prod/ed/picture/qdee878r/2d57786d42399312f2135811a53a3f2835016116.jpg
Audi,2018,Venant,Automatique,Fenêtre mermoz,Dakar,18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6a3afb507c9b6ff023e6cc2c2b5ff32e/-/horizon-files-prod/ed/picture/qpdwp64q/2937acc335754cc11d8a9b062217c07623be6087.jpg
BMW,2014,Venant,Automatique,Hlm,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/45445a33a088004ac9cf63411bbe042f/-/horizon-files-prod/ed/picture/q444j2rz/e84efc3b3d2b5fde51c8c225807ba0e38a0ac1c4.jpg
Renault,2017,D'occasion,Manuelle,Fenêtre mermoz,Dakar,3200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2bf4f301f162292b8cab4a5e391dea92/-/horizon-files-prod/ed/picture/qq4dq5z7/9461f8d715d3d7e7886b42d3bfddc4a6e165f3d4.jpg
Ford,2015,Neuf,Automatique,Cité Damel,Dakar,12500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d2f02dbb8aa9c613b171c033908656e3/-/horizon-files-prod/ed/picture/q9mmq7x8/843bf656ed0fe01ee250c1165d955f717ab9b39c.jpg
Hyundai,2013,Neuf,Automatique,Cité Damel,Dakar,3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/04841c6a36dfbac4f21547cb1d730768/-/horizon-files-prod/ed/picture/qngdg5kv/fc6fdefba18f34c86d7a06e6e832d0d573eeb1ed.jpg
Hyundai,2020,Venant,Automatique,Sacré-cœur,Dakar,35000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6d50b1f81bb2981b51e6b2a4f499697/-/horizon-files-prod/ed/picture/q8v0w20x/0a4a286e13e71ecc8714bfc363872b74dc9351d8.jpg
Mitsubishi,2015,Venant,Automatique,Sacré-cœur,Dakar,8700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abd031a13f2973b8b582155b5a22247f/-/horizon-files-prod/ed/picture/qv44dnvp/81151824faad87fefc57429fd1238ab2efb75671.jpg
Hyundai,2017,Neuf,Automatique,Sud foire,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b61a25465dfa570167645db3ab91b35/-/horizon-files-prod/ed/picture/qzvvgdng/5c173c2b363092e69905abbc5d15a8927df06ffe.jpg
Ford,2017,Venant,Automatique,Colobane,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de2ad584b33313cb2f261ae73d68176b/-/horizon-files-prod/ed/picture/qwxwrgp/33dadb096bbfe5222b24b7ab0ba03b4b283ada6a.jpg
Ford,2013,D'occasion,Automatique,Golf,Dakar,4850000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/57e61f9355583bbd5d5280c2125dd035/-/horizon-files-prod/ed/picture/qngg684x/308d06970b1064f32c0c87eed80c804bf08fa74c.jpg
Volkswagen,2012,D'occasion,Automatique,Golf,Dakar,3450000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6be5f4a7e2aa26d44857fe68c5f7341a/or%3D270/horizon-files-prod/ed/picture/q2jj4gwq/504323201603588be321dde0b23e476c1cd1e8b6.jpg
Mazda,2016,Venant,Automatique,Sacré-cœur,Dakar,9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ab8235a5dc50b7aaa2b022ba05f9359a/-/horizon-files-prod/ed/picture/qq4dq25e/130713f39d498d8be5dea13830923d2ee74dd919.jpg
Kia,2015,Venant,Automatique,Cité Damel,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/198edd10676067c3b2e4ae76b923a6b3/-/horizon-files-prod/ed/picture/q566n06p/eb11b5f388e05f2e74438f0743b59e86bc231664.jpg
Kia,2016,D'occasion,Automatique,VDN,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/40fbb9f93407819ffda069a3f65f8b61/-/horizon-files-prod/ed/picture/q7877gvj/d1f222186721852057ed3cb33ad934923619731f.jpg
Kia,2016,D'occasion,Automatique,VDN,Dakar,10000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5d3d9e87683fdef5507597b4411fbab/-/horizon-files-prod/ed/picture/qrzzdw72/dfdfc202b8c05732ebef200e03661e8054eaf594.jpg
Toyota,2010,D'occasion,Manuelle,VDN,Dakar,4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a0d45fc94cb3d5403f6cda9e02e0d4ab/-/horizon-files-prod/ed/picture/qrzzg6m5/7d2327f3310f2be2634c2a70393fe56936a76c42.jpg
Mazda,2016,Venant,Automatique,Mermoz,Dakar,9800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/272eaca71aa1344a70c0887e6a6183b5/-/horizon-files-prod/ed/picture/q9mm4x78/cfcf1c3ad6f38fdb1b8b5f5dee08f14eb221dd19.jpg
Jeep,2014,Venant,Automatique,Mermoz,Dakar,13300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b33e95f59ef4afeff8305bbcf898c22/-/horizon-files-prod/ed/picture/qdeexmgg/8a0e21027ffb26fa5f7dfb5627bcf2242afcbb0a.jpg
Mitsubishi,2015,Venant,Automatique,Mermoz,Dakar,16800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ec99ce931d431dfa591357a66377e13/or%3D0/horizon-files-prod/ed/picture/qj44454d/bbdedb12eded0ee9a7e64f802d14b35f4a6ef932.jpg
Ford,2005,D'occasion,Manuelle,Plateau,Dakar,1300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6e92032fba21d4c5e22ce1b02d5bda79/-/horizon-files-prod/ed/picture/qrzzegw9/3d652dde64a98470e62343a331e2725e836bffd5.jpg
Hyundai,2009,D'occasion,Automatique,Plateau,Dakar,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a9819d42564fece633442928ee3560e/-/horizon-files-prod/ed/picture/q0ggzxk8/e2cdfe832e9a3451761c3539cfaf13615549da9f.jpg
Hyundai,2019,Venant,Automatique,Sacré-cœur,Dakar,18800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ffc2c71fe06ee027d6622d36581330b5/-/horizon-files-prod/ed/picture/q0g2p94g/1fd6eb497f800c485442170c38ae9da7c6d47ead.jpg
Acura,2015,Neuf,Automatique,Mermoz,Dakar,11500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/70e297c6d54d76f6a4cd3a805ac7aac7/-/horizon-files-prod/ed/picture/qn428mz/81ce9f2e73071afa9747cee626296b7f885717a9.jpg
BMW,2018,Venant,Automatique,Liberte 6 extension,Dakar,16500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48137b1e43e28ad7ed9db02fc8ecdbc0/-/horizon-files-prod/ed/picture/qwezmpg6/8d8041aa2b86b6b39f11641233d8d3f84e978942.jpg
Ford,2019,Venant,Automatique,Liberte 6 extension,Dakar,16500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/529baabf0fefb5dc03673e638765ded1/-/horizon-files-prod/ed/picture/qq4450g7/1eafed46b467078820e56c66f071d4a19929c96d.jpg
Toyota,2019,Venant,Automatique,Almadies,Dakar,24000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb7d4a7573d58da6640ced8a1cb2c28f/-/horizon-files-prod/ed/picture/qxjjjzeq/55e759dc3bd072eacfbe5a5285c205d349ef1808.jpg
Citroen,2015,Venant,Manuelle,Hlm,Dakar,6600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/796cc26d030bf9352e5148276b375122/-/horizon-files-prod/ed/picture/qrzq2zjn/62ccf8b472901e0a4dae0c2c1336f6749d806dd4.jpg
Jeep,2014,Venant,Automatique,Amitié,Dakar,14500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1db0fb4f74d2449b1b86ec6987cdd3f2/-/horizon-files-prod/ed/picture/qj4424dv/cb78746c5d482e39c7e96bf41797e0de1e44baf8.jpg
Toyota,2007,D'occasion,Manuelle,Sacré-cœur,Dakar,3000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bf3229311e8b1a5e4c15569873e4d1a8/-/horizon-files-prod/ed/picture/qpddk6z4/4d74823037103fa1612395f063740506a969fcf2.jpg
Renault,2015,Venant,Automatique,Sicap Liberté,Dakar,6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7fa4d7ce17c382f81909de2f1fa0e0ad/-/horizon-files-prod/ed/picture/qzvv9nqv/f0bf670dba35e674fe511f83b2bda1249905844b.jpg
Citroen,2015,D'occasion,Automatique,Cité keur gorgui,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65967d2ecd3ba000a328058f4ac17f54/-/horizon-files-prod/ed/picture/q9mm7ew8/44d3a356072570fd4739d15f928153c554a4bdff.jpg
Hyundai,2012,D'occasion,Automatique,Sicap mbao,Dakar,3700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21fef278436f18db73f7069c1162a88b/-/horizon-files-prod/ed/picture/qg2xp8r/9a13939a4e9f56b69ef3cdc80feac46f39829c01.jpg
Autres,2015,Venant,Manuelle,Mbao,Dakar,6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e40d25ea13b1a50d23711d5ba981484/-/horizon-files-prod/ed/picture/q8vvnj79/4a2e5b7ab435313fe6447587b25730ddc03ffc2e.jpg
Ford,2014,Venant,Automatique,VDN,Dakar,5600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/998dd0263e5f86c0f1c6f7a5ef8ad73b/-/horizon-files-prod/ed/picture/qj4jmm88/c81c216861653d267aeda350e6632755fe6d075a.jpg
Toyota,2002,D'occasion,Manuelle,Sicap Liberté,Dakar,3800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6d9003cf3f45c2376bfadb2c9784438a/-/horizon-files-prod/ed/picture/qj44qrqe/b1263e9870c0cef527a961fe4ad96835a4866ee7.jpg
Kia,2016,Venant,Automatique,Sicap Sacré-cœur,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/138e91e8025e40cdbf4c8a006e4d9a13/-/horizon-files-prod/ed/picture/q788k8zz/63e007d08ea8fd4914e8bf5db9c4ad66c09db711.jpg
Peugeot,2016,Venant,Manuelle,Keur Massar,Dakar,7250000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c43a138dd08d9be43961001a7f688b98/-/horizon-files-prod/ed/picture/qj4mj4rr/f27b1abbf969ba496ba084521324a82a5a715f54.jpg
Ford,2013,D'occasion,Automatique,Golf,Dakar,4750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fc33ea1e49df33d787a4cae951ca7c8b/-/horizon-files-prod/ed/picture/q8vvee9z/7702a970ba09a4f0c6523972b5e378787f79c702.jpg
Citroen,2010,D'occasion,Manuelle,Plateau,Dakar,1600000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/651641d3adf8eabf04ff1b024161935b/-/horizon-files-prod/ed/picture/qrzzj6g5/295eace93e636765eb169fa7eae51b87c93a43cf.jpg
Ford,2016,Neuf,Automatique,Cité Damel,Dakar,6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7043467431f26f83282b693582cf3bce/-/horizon-files-prod/ed/picture/qpddzz6x/1f68a8a2905bd19a5f27dbd54d48f22c07b6cd8d.jpg
Toyota,2022,Neuf,Automatique,Mermoz,Dakar,39000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a4c40065af2679d5298f0bab7d7329f7/-/horizon-files-prod/ed/picture/q566wp0x/8220aaf2c6d7c00944dd85dcf8e1453127f001ac.jpg
Volkswagen,2013,D'occasion,Automatique,Sacré-cœur,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/64a3cc71967819f62ac38a60ce7fbd4e/-/horizon-files-prod/ed/picture/q2jjm4np/2d077abbdf431e31b32943dff2e7ff6570ce0818.jpg
Ford,2016,Venant,Automatique,Sacré-cœur,Dakar,11700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/026751161ac58f83432a8bf9257f4fa0/-/horizon-files-prod/ed/picture/qdee5w7m/00e581de0cbdd35d70413d69cd47e89d245661b7.jpg
Mazda,2008,D'occasion,Manuelle,Golf,Dakar,1800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9ac2e96342ca05b549ffd29b93d2fd4d/-/horizon-files-prod/ed/picture/qngg84wz/bcf57a42b64d62ce07f49d9a124af072e4e9fa05.jpg
Mercedes-Benz,2022,Venant,Automatique,Amitié,Dakar,83000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8e6749b96de50ab98fa6556089436f81/-/horizon-files-prod/ed/picture/qdeexwr5/23f2efd952f2b377f8073a1b103d2e493bebf5e8.jpg
Volkswagen,2021,Neuf,Automatique,Amitié,Dakar,34000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b9522e77947164d241aa946426df174/-/horizon-files-prod/ed/picture/q8vve4pp/658bb0abda41a6cbaf3eb57abffa3f297236530b.jpg
Kia,2016,Neuf,Automatique,Hlm grand-yoff,Dakar,13000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/69eb962b37e8f58eb95e5fba68742035/-/horizon-files-prod/ed/picture/qj44n9ne/b86155ecc20d0d0a14bf368f19c0c413e7ad9c6a.jpg
Mitsubishi,2018,Venant,Automatique,Sacré-cœur,Dakar,11800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a800a44939c14a5baa8385dd2bd9a070/-/horizon-files-prod/ed/picture/qrzzx2n5/5628c31180ce7e283562b879872d2ab0c0960bc7.jpg
Kia,2017,Venant,Automatique,VDN,Dakar,14000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/177d2a427344414c8a7a5566213cd5ad/-/horizon-files-prod/ed/picture/qv4424mv/84bc8088371a1758f051ef6d2697cc1a43f94a7f.jpg
Toyota,2022,Neuf,Automatique,Amitié,Dakar,83000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2e58aec7045412fbca3cca6caa7205a6/-/horizon-files-prod/ed/picture/qm55m0k2/066d657dd6cae04f4741929de015c4e428f36d9a.jpg
Kia,2014,Venant,Automatique,Ouest foire,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67c6f93b2201890898849ba255c7b263/-/horizon-files-prod/ed/picture/q6xxjm87/feec94963790c4cc44588d70bca00b3c8b4ead3f.jpg
Hyundai,2014,Venant,Automatique,Ouest foire,Dakar,7000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/30edec00ae30ea86df96252ab2fddb59/-/horizon-files-prod/ed/picture/qnggqzk9/9eaeed3974660d2b69f6eeb7fd0ea1303ce1a676.jpg
Dacia,2013,D'occasion,Manuelle,Plateau,Dakar,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/43a1adb58d41ffdb067620974448dc90/-/horizon-files-prod/ed/picture/qj4408q8/436db146560aa9b8d2ff13916f67de7e6fcf3a9d.jpg
GMC,2020,Venant,Automatique,Liberte 6,Dakar,17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db0bffcfc0627e2c09a7d940b14dd3c7/-/horizon-files-prod/ed/picture/qweev40k/d2d0a26ea0a4014567866aa5a1ee4459f93240c9.jpg
Ford,2013,D'occasion,Automatique,Fenêtre mermoz,Dakar,4400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afaee9379d54b912343728bda1d4f722/-/horizon-files-prod/ed/picture/q2jjxnej/0e0f497d80f8dfac18faf3dc465b289d4488c2d7.jpg
Ford,2016,Venant,Automatique,VDN,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fbe65b5541dc4d431b3b2e6c394109ad/-/horizon-files-prod/ed/picture/qgqqdm6k/4c481493e34c344668f1f02478cd974eb2083193.jpg
Jeep,2014,Venant,Automatique,Parcelles Assainies,Dakar,13400000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b865ed66d88786fcf4f20ca1f4c90445/-/horizon-files-prod/ed/picture/qenn6r72/0380830e50a3d77cef988e0bb9003d6e39b55a81.jpg
Citroen,2016,Venant,Manuelle,Guediawaye,Dakar,7500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/eadbfbb9ddb7cbf33613b7f62c6385a2/-/horizon-files-prod/ed/picture/qv44675w/460fadf52bc9880d89717704cb303cb0da29b7c3.jpg
Hyundai,2015,Venant,Automatique,Guediawaye,Dakar,6200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e6bebae274799af0e64ab62966feef15/-/horizon-files-prod/ed/picture/qnggmqnm/08f04c7211bb90d5ada821c8757650a6e74285e1.jpg
Mazda,2014,Venant,Automatique,Guediawaye,Dakar,9000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e8af1a8b58ee399a6442b73e6a87e1a1/-/horizon-files-prod/ed/picture/q8vv6ekp/4d6fa055c7b08d6a3bea4beb5d5f27737b598aac.jpg
Hyundai,2008,D'occasion,Manuelle,Plateau,Dakar,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/082c2c10325385085425e81a4b822019/-/horizon-files-prod/ed/picture/q0gggmww/1f8386dc8a7fb0b540fafe19e2c595dd76698cde.jpg
Ford,2010,D'occasion,Automatique,Liberte 6,Dakar,4900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/571e7cc2d0423f27fbd77922cf2a9c36/-/horizon-files-prod/ed/picture/q7884wwz/b1bd80caabde1adad60b0451d8d7bf4ebdb802c7.jpg
Peugeot,2009,Neuf,Manuelle,Ouest foire,Dakar,4000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6df441c9b4d02fd30519bcfd7f5db283/-/horizon-files-prod/ed/picture/qenn0n64/4c22a35edb073c4cbf2353597d411a1de686aedb.jpg
Peugeot,2015,D'occasion,Manuelle,Sicap Liberté,Dakar,5500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/407235c4a251363e2f123390bddf55a0/-/horizon-files-prod/ed/picture/q0gpm8vz/cf7d4341c5c175e71550cc109898db3b121b6406.jpg
Chevrolet,2018,Venant,Automatique,Sicap Liberté,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/94720f47be33329c8b1270eaa9fe25ba/-/horizon-files-prod/ed/picture/q6xxp8gg/f0b4fc79a30b7d46c58fe67df5d144d34b72cdf0.jpg
Ford,2015,D'occasion,Automatique,Nord foire,Dakar,17500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b0c2edd3cbe43eadc65de93348377b19/-/horizon-files-prod/ed/picture/qpdddn90/ba7db58a1c0f914954fcffd43662fa55dbf5eb9c.jpg
Citroen,2011,D'occasion,Manuelle,VDN,Dakar,4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9a1a36c4abf938186f3297906a428826/-/horizon-files-prod/ed/picture/qpdd5xqm/057e370b8f759c001c4e6099114fb9ea8b2626e4.jpg
Ford,2012,D'occasion,Automatique,Yoff,Dakar,6999999,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e14056bcc2a6a7c020b50a121c938cf7/-/horizon-files-prod/ed/picture/q2jzw9qq/d1b12cd3e2147bc2adbf714d73e17786521395aa.jpg
Toyota,2007,D'occasion,Manuelle,Grand-Yoff,Dakar,2500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e387a7a519b0236f2ed461b3b77f2f54/-/horizon-files-prod/ed/picture/q9mmegnv/493a705d986ad4e9d48f066df807e7d24ca40569.jpg
Ford,2016,D'occasion,Automatique,Cité Damel,Dakar,11700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/95dab2c3e92f0990be4617fdb6c2b3b0/-/horizon-files-prod/ed/picture/qenne44x/9b2156e3496591fb742c6a2439371f9c22fce3b9.jpg
Ford,2012,D'occasion,Automatique,Cité Damel,Dakar,6000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4271e4777e2a2618d5125120c341e310/-/horizon-files-prod/ed/picture/qwee7ejd/983b278b13e57279e5f04a77e33a0a7ab8dcf2d8.jpg
Ford,2013,Venant,Automatique,Hann maristes,Dakar,4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b16545a6ff45d79beb36eae110908f6/-/horizon-files-prod/ed/picture/qwee9966/de7bf1be3f8a27ff54598cd14ec0065c73cae113.png
Peugeot,2014,Venant,Automatique,Hann maristes,Dakar,4800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/522b498808823b0cd7d9b149e4ddca52/-/horizon-files-prod/ed/picture/q2jj22vk/3e4234a6f10645e79e7f8b119c195d1a230e4c65.png
Hyundai,2011,D'occasion,Automatique,VDN,Dakar,3900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6723bf1c906a06827bd2e69410c93088/-/horizon-files-prod/ed/picture/q444k80v/f6de66932996a1f6073726612475ea051c64c92a.jpg
Peugeot,2014,Venant,Manuelle,Grand-Yoff,Dakar,6900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/92cd3c724d1682ef9644d287c28791ac/-/horizon-files-prod/ed/picture/q6x7pzj4/95d69ceeb19c66fdfcb4c569bae7dbcd0c5f64bf.jpg
Ford,2015,Venant,Automatique,VDN,Dakar,7900000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73c4558b78db4a5805550c943643513c/-/horizon-files-prod/ed/picture/qxjdz0qj/7b4dc84103c99d6ba30278ca4892e3ce8f889a39.jpg
Ford,2013,D'occasion,Automatique,Mermoz,Dakar,4500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/479a878574d4f500bb1d581db497da82/-/horizon-files-prod/ed/picture/qennp6j4/d42f11c42986b9766c708eec3d16d7fe475ae341.png
Hyundai,2015,Venant,Automatique,Hlm,Dakar,8500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afba1d69a878b07614b9e6e902cbd01b/-/horizon-files-prod/ed/picture/qgqqrxqr/5030e3f0d6055f8690b277bac8264aa65636d512.jpg
Hyundai,2015,Venant,Automatique,Hlm,Dakar,9750000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/981c2d30c5ccd3571be763d16d1258db/-/horizon-files-prod/ed/picture/q788q25q/d06a5ab9c34743440d170f3137fbd0beba1bb4a6.jpg
Citroen,2013,Venant,Manuelle,Hlm,Dakar,4700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f085f0221413ff3f87600883205da8dd/-/horizon-files-prod/ed/picture/qrzzwe92/f9c76c3a2e88703555d96a5b9f4933b3b30630b7.jpg
Peugeot,2013,D'occasion,Manuelle,Sicap Liberté,Dakar,3300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c485b68483fa333d129237c4ceb4c991/-/horizon-files-prod/ed/picture/q8vvw44z/ed0fd623da39e9c888ab3c8a90778beaff9b3d77.jpg
Mitsubishi,2021,Venant,Automatique,Sacré-cœur,Dakar,18500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ebca28e6e8bc6d35a9b13a553176e28/-/horizon-files-prod/ed/picture/qxjjpd5n/2cfda73da4331ec54467bfafd5da00ae8b27f4f8.jpg
Ford,2013,Venant,Automatique,Yoff,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31d7df210f134c0bd7675adcb80b96d9/-/horizon-files-prod/ed/picture/qj44gp4r/21889adc8b5a2753344f94256473095421ffb7cc.jpg
Kia,2015,Venant,Automatique,Sicap Liberté,Dakar,5700000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c5cc58e3e3df2bbcddebbd5ac988af9/-/horizon-files-prod/ed/picture/qng54809/1933c60730cfc4234b8358d451465748a776f0da.jpg
Hyundai,2009,D'occasion,Manuelle,Plateau,Dakar,2800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a3098bcb56924ea75a2975600d5b57e4/-/horizon-files-prod/ed/picture/qxjjdgqq/ccbb2113a5881315ac4bf89063ab3c63ccb24177.jpg
Toyota,2008,D'occasion,Manuelle,Plateau,Dakar,2200000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d23eaa4c67951fa2ed24fd52ea8b4d80/-/horizon-files-prod/ed/picture/q4442prp/6dca158ba419059af0a2352f4c6e2ba96df4b916.jpg
Ford,2014,D'occasion,Automatique,VDN,Dakar,6800000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5b7176f44ef5c89c9a9005b6d8dd9907/-/horizon-files-prod/ed/picture/qv44z6zm/79566cfbecedab4bc7327dd3f83fe1181070816b.jpg
Chevrolet,2013,Venant,Automatique,VDN,Dakar,6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f57b263f65ee114a685248d063dea13/-/horizon-files-prod/ed/picture/q9m0e2r8/f8db5c3bd4ccec240c780adb3db2c8279335e81a.jpg
Ford,2015,Venant,Automatique,VDN,Dakar,13500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/11b66a85211941b1e0363e288ff018e2/-/horizon-files-prod/ed/picture/qrzz64e8/18b3f55fc04d60f61ddfb3d87a79c5675ce7e43e.jpg
Toyota,2015,D'occasion,Manuelle,Sicap Liberté,Dakar,8000000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6126254ea87e4179da2ae7c9fc55daee/-/horizon-files-prod/ed/picture/q8v0zrr6/a5bcdb30c1f6c9514a869cb4a36b778570564ef6.jpg
Kia,2014,Venant,Automatique,Sicap Sacré-cœur,Dakar,10300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/98e66ba46fc1b4d098c64b0083df1e0e/-/horizon-files-prod/ed/picture/q0gg5m4e/53bc98a9d1fccc8f82813970ca747191f2df4db8.jpg
Hyundai,2015,D'occasion,Automatique,Nord foire,Dakar,9500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80eb5fd5cf568571dd80afad09342233/-/horizon-files-prod/ed/picture/qrzz0kkx/41ebfb07db96fd2a9ae11ad33fdd4cabd172aa9d.jpg
Ford,2010,D'occasion,Automatique,Mermoz,Dakar,4300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7c7d6d79461f734edcdcb786624c6d34/-/horizon-files-prod/ed/picture/qdeegwm2/164ec2121c5e0ede588edc7bed7c45d860b84f19.jpg
Toyota,2019,Neuf,Manuelle,Guediawaye,Dakar,10500000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d7e0cfa999540d0ea7a5766a0620f892/-/horizon-files-prod/ed/picture/q444nk8v/412bcd78d6d6877dd1e7f7648c92a51301246fcf.png
Hyundai,2012,D'occasion,Automatique,Cité Damel,Dakar,6300000,https://i.roamcdn.net/hz/ed/listing-thumb-224w/53aeeb63266fc068c5f996637759f98a/-/horizon-files-prod/ed/picture/q8vv8dqr/c62a40ae6e891ad6b1a6e4551e1e8ffb735a3a78.jpg
